Department,Department Category,Organization,Position,Year,Salary,Real Salary (2013 dollars)
Microbiology,Science and Math,MU,Associate,2008,71576,77463.2
Microbiology,Science and Math,MU,Associate,2007,69143,77688.76
Microbiology,Science and Math,MU,Associate,2006,66318,76668.21
Microbiology,Science and Math,MU,Associate,2005,64882,77424.82
Microbiology,Science and Math,MU,Associate,2004,63092,77795.31
Microbiology,Science and Math,MU,Associate,2003,62957,79692.41
Microbiology,Science and Math,MU,Associate,2002,60922,78914.51
Microbiology,Science and Math,MU,Associate,2001,58951,77567.11
Microbiology,Science and Math,MU,Associate,2000,56796,76855.21
Microbiology,Science and Math,MU,Associate,1999,53296,74539.86
Microbiology,Science and Math,MU,Associate,1998,51311,73301.43
Microbiology,Science and Math,MU,Associate,1997,49782,72252.54
Microbiology,Science and Math,MU,Associate,1996,48270,71617.21
Microbiology,Science and Math,MU,Associate,1995,50600,77370.03
Microbiology,Science and Math,MU,Associate,1994,48600,76415.09
Microbiology,Science and Math,MU,Associate,1993,46510,75016.13
Microbiology,Science and Math,MU,Associate,1992,44440,73820.6
Microbiology,Science and Math,MU,Associate,1991,43750,74786.32
Microbiology,Science and Math,MU,Associate,1990,42050,74955.44
Music,Fine Arts,MU,Associate,2009,61879,67186.75
Music,Fine Arts,MU,Associate,2008,62280,67402.6
Music,Fine Arts,MU,Associate,2007,59887,67288.76
Music,Fine Arts,MU,Associate,2006,60321,69735.26
Music,Fine Arts,MU,Associate,2005,59303,70767.3
Music,Fine Arts,MU,Associate,2004,58531,72171.39
Music,Fine Arts,MU,Associate,2003,56605,71651.9
Music,Fine Arts,MU,Associate,2002,55916,72430.05
Music,Fine Arts,MU,Associate,2001,54246,71376.32
Music,Fine Arts,MU,Associate,2000,53682,72641.41
Music,Fine Arts,MU,Associate,1999,50831,71092.31
Music,Fine Arts,MU,Associate,1998,47684,68120
Music,Fine Arts,MU,Associate,1997,46304,67204.64
Music,Fine Arts,MU,Associate,1996,44282,65700.3
Music,Fine Arts,MU,Associate,1995,43425,66399.08
Music,Fine Arts,MU,Associate,1994,42975,67570.75
Music,Fine Arts,MU,Associate,1993,41422,66809.68
Music,Fine Arts,MU,Associate,1992,39549,65696.01
Music,Fine Arts,MU,Associate,1991,41236,70488.89
Music,Fine Arts,MU,Associate,1990,40467,72133.69
Paper & Chemical Engineering,Engineering and Computer Science,MU,Associate,2009,84027,91234.53
Paper & Chemical Engineering,Engineering and Computer Science,MU,Associate,2008,86041,93117.97
Paper & Chemical Engineering,Engineering and Computer Science,MU,Associate,2007,84803,95284.27
Paper & Chemical Engineering,Engineering and Computer Science,MU,Associate,2006,84312,97470.52
Paper & Chemical Engineering,Engineering and Computer Science,MU,Associate,2005,81741,97542.96
Paper & Chemical Engineering,Engineering and Computer Science,MU,Associate,2004,78668,97001.23
Paper & Chemical Engineering,Engineering and Computer Science,MU,Associate,2003,75555,95639.24
Paper & Chemical Engineering,Engineering and Computer Science,MU,Associate,2002,73000,94559.59
Paper & Chemical Engineering,Engineering and Computer Science,MU,Associate,2001,94128,123852.63
Paper & Chemical Engineering,Engineering and Computer Science,MU,Associate,2000,91854,124294.99
Paper & Chemical Engineering,Engineering and Computer Science,MU,Associate,1999,87866,122889.51
Paper & Chemical Engineering,Engineering and Computer Science,MU,Associate,1998,68532,97902.86
Paper & Chemical Engineering,Engineering and Computer Science,MU,Associate,1997,78600,114078.37
Paper & Chemical Engineering,Engineering and Computer Science,MU,Associate,1996,73400,108902.08
Paper & Chemical Engineering,Engineering and Computer Science,MU,Associate,1995,69700,106574.92
Paper & Chemical Engineering,Engineering and Computer Science,MU,Associate,1994,66900,105188.68
Paper & Chemical Engineering,Engineering and Computer Science,MU,Associate,1993,63350,102177.42
Paper & Chemical Engineering,Engineering and Computer Science,MU,Associate,1992,60903,101167.77
Paper & Chemical Engineering,Engineering and Computer Science,MU,Associate,1991,60300,103076.92
Paper & Chemical Engineering,Engineering and Computer Science,MU,Associate,1990,58400,104099.82
Philosophy,Humanities,MU,Associate,2009,70675,76737.24
Philosophy,Humanities,MU,Associate,2008,73267,79293.29
Philosophy,Humanities,MU,Associate,2007,71548,80391.01
Philosophy,Humanities,MU,Associate,2006,68465,79150.29
Philosophy,Humanities,MU,Associate,2005,66856,79780.43
Philosophy,Humanities,MU,Associate,2004,64164,79117.14
Philosophy,Humanities,MU,Associate,2003,65181,82507.59
Philosophy,Humanities,MU,Associate,2002,62450,80893.78
Philosophy,Humanities,MU,Associate,2001,61034,80307.89
Philosophy,Humanities,MU,Associate,2000,63350,85723.95
Philosophy,Humanities,MU,Associate,1999,61132,85499.3
Philosophy,Humanities,MU,Associate,1998,57650,82357.14
Philosophy,Humanities,MU,Associate,1997,56199,81566.04
Philosophy,Humanities,MU,Associate,1996,53488,79359.05
Philosophy,Humanities,MU,Associate,1995,52100,79663.61
Philosophy,Humanities,MU,Associate,1994,49800,78301.89
Philosophy,Humanities,MU,Associate,1993,47577,76737.1
Philosophy,Humanities,MU,Associate,1992,46224,76784.05
Philosophy,Humanities,MU,Associate,1991,45767,78234.19
Philosophy,Humanities,MU,Associate,1990,44067,78550.8
Physics,Science and Math,MU,Associate,2009,64754,70308.36
Physics,Science and Math,MU,Associate,2008,66201,71646.1
Physics,Science and Math,MU,Associate,2007,69723,78340.45
Physics,Science and Math,MU,Associate,2006,70461,81457.8
Physics,Science and Math,MU,Associate,2005,66773,79681.38
Physics,Science and Math,MU,Associate,2004,64882,80002.47
Physics,Science and Math,MU,Associate,2003,63046,79805.06
Physics,Science and Math,MU,Associate,2002,60507,78376.94
Physics,Science and Math,MU,Associate,2001,58430,76881.58
Physics,Science and Math,MU,Associate,2000,57200,77401.89
Physics,Science and Math,MU,Associate,1999,54054,75600
Physics,Science and Math,MU,Associate,1998,53414,76305.71
Physics,Science and Math,MU,Associate,1997,54280,78780.84
Physics,Science and Math,MU,Associate,1996,51080,75786.35
Physics,Science and Math,MU,Associate,1995,51575,78860.86
Physics,Science and Math,MU,Associate,1994,51875,81564.47
Physics,Science and Math,MU,Associate,1993,47133,76020.97
Physics,Science and Math,MU,Associate,1992,45066,74860.47
Physics,Science and Math,MU,Associate,1991,45167,77208.55
Physics,Science and Math,MU,Associate,1990,43467,77481.28
Political Science,Social Science,MU,Associate,2009,64380,69902.28
Political Science,Social Science,MU,Associate,2008,64380,69675.32
Political Science,Social Science,MU,Associate,2007,62250,69943.82
Political Science,Social Science,MU,Associate,2006,59951,69307.51
Political Science,Social Science,MU,Associate,2005,58417,69710.02
Political Science,Social Science,MU,Associate,2004,56717,69934.65
Political Science,Social Science,MU,Associate,2003,55787,70616.46
Political Science,Social Science,MU,Associate,2002,55315,71651.55
Political Science,Social Science,MU,Associate,2001,54165,71269.74
Political Science,Social Science,MU,Associate,2000,52562,71125.85
Political Science,Social Science,MU,Associate,1999,49346,69015.38
Political Science,Social Science,MU,Associate,1998,47480,67828.57
Political Science,Social Science,MU,Associate,1997,45931,66663.28
Political Science,Social Science,MU,Associate,1996,45609,67669.14
Political Science,Social Science,MU,Associate,1995,44500,68042.81
Political Science,Social Science,MU,Associate,1994,42225,66391.51
Political Science,Social Science,MU,Associate,1993,41456,66864.52
Political Science,Social Science,MU,Associate,1992,40355,67034.88
Political Science,Social Science,MU,Associate,1991,41640,71179.49
Political Science,Social Science,MU,Associate,1990,41986,74841.35
Psychology,Social Science,MU,Associate,2009,69510,75472.31
Psychology,Social Science,MU,Associate,2008,67645,73208.87
Psychology,Social Science,MU,Associate,2007,68191,76619.1
Psychology,Social Science,MU,Associate,2006,65470,75687.86
Psychology,Social Science,MU,Associate,2005,64294,76723.15
Psychology,Social Science,MU,Associate,2004,61072,75304.56
Psychology,Social Science,MU,Associate,2003,59923,75851.9
Psychology,Social Science,MU,Associate,2002,57846,74930.05
Psychology,Social Science,MU,Associate,2001,55901,73553.95
Psychology,Social Science,MU,Associate,2000,55531,75143.44
Psychology,Social Science,MU,Associate,1999,53909,75397.2
Psychology,Social Science,MU,Associate,1998,52315,74735.71
Psychology,Social Science,MU,Associate,1997,49292,71541.36
Psychology,Social Science,MU,Associate,1996,47114,69902.08
Psychology,Social Science,MU,Associate,1995,47121,72050.46
Psychology,Social Science,MU,Associate,1994,44412,69830.19
Psychology,Social Science,MU,Associate,1993,43338,69900
Psychology,Social Science,MU,Associate,1992,42354,70355.48
Psychology,Social Science,MU,Associate,1991,41970,71743.59
Psychology,Social Science,MU,Associate,1990,40409,72030.3
Sociology & Gerontology,Social Science,MU,Associate,2009,65597,71223.67
Sociology & Gerontology,Social Science,MU,Associate,2008,64456,69757.58
Sociology & Gerontology,Social Science,MU,Associate,2007,63771,71652.81
Sociology & Gerontology,Social Science,MU,Associate,2006,61214,70767.63
Sociology & Gerontology,Social Science,MU,Associate,2005,60463,72151.55
Sociology & Gerontology,Social Science,MU,Associate,2004,58878,72599.26
Sociology & Gerontology,Social Science,MU,Associate,2003,59838,75744.3
Sociology & Gerontology,Social Science,MU,Associate,2002,57551,74547.93
Sociology & Gerontology,Social Science,MU,Associate,1998,51721,73887.14
Software Engineering,Engineering and Computer Science,MU,Associate,2008,89255,96596.32
Software Engineering,Engineering and Computer Science,MU,Associate,2007,86702,97417.98
Software Engineering,Engineering and Computer Science,MU,Associate,2006,83914,97010.4
Software Engineering,Engineering and Computer Science,MU,Associate,2005,80341,95872.32
Software Engineering,Engineering and Computer Science,MU,Associate,2004,77332,95353.88
Software Engineering,Engineering and Computer Science,MU,Associate,2003,76557,96907.59
Software Engineering,Engineering and Computer Science,MU,Associate,2002,74862,96971.5
Software Engineering,Engineering and Computer Science,MU,Associate,2001,73633,96885.53
Software Engineering,Engineering and Computer Science,MU,Associate,2000,73180,99025.71
Software Engineering,Engineering and Computer Science,MU,Associate,1999,68080,95216.78
Software Engineering,Engineering and Computer Science,MU,Associate,1998,65130,93042.86
Software Engineering,Engineering and Computer Science,MU,Associate,1997,66720,96835.99
Software Engineering,Engineering and Computer Science,MU,Associate,1996,62370,92537.09
Software Engineering,Engineering and Computer Science,MU,Associate,1995,59750,91360.86
Software Engineering,Engineering and Computer Science,MU,Associate,1994,55340,87012.58
Software Engineering,Engineering and Computer Science,MU,Associate,1993,54535,87959.68
Software Engineering,Engineering and Computer Science,MU,Associate,1992,52324,86916.94
Software Engineering,Engineering and Computer Science,MU,Associate,1991,49250,84188.03
Software Engineering,Engineering and Computer Science,MU,Associate,1990,52860,94224.6
Spanish & Portuguese,Humanities,MU,Associate,2009,63472,68916.4
Spanish & Portuguese,Humanities,MU,Associate,2008,66086,71521.65
Spanish & Portuguese,Humanities,MU,Associate,2007,64686,72680.9
Spanish & Portuguese,Humanities,MU,Associate,2006,62826,72631.21
Spanish & Portuguese,Humanities,MU,Associate,2005,61078,72885.44
Spanish & Portuguese,Humanities,MU,Associate,2004,61725,76109.74
Spanish & Portuguese,Humanities,MU,Associate,2003,59483,75294.94
Spanish & Portuguese,Humanities,MU,Associate,2002,57564,74564.77
Spanish & Portuguese,Humanities,MU,Associate,2001,57406,75534.21
Spanish & Portuguese,Humanities,MU,Associate,2000,54505,73755.07
Spanish & Portuguese,Humanities,MU,Associate,1999,51825,72482.52
Spanish & Portuguese,Humanities,MU,Associate,1998,52985,75692.86
Spanish & Portuguese,Humanities,MU,Associate,1997,50803,73734.4
Spanish & Portuguese,Humanities,MU,Associate,1996,46314,68715.13
Spanish & Portuguese,Humanities,MU,Associate,1995,47125,72056.57
Spanish & Portuguese,Humanities,MU,Associate,1994,44675,70243.71
Spanish & Portuguese,Humanities,MU,Associate,1993,43722,70519.35
Spanish & Portuguese,Humanities,MU,Associate,1992,42178,70063.12
Spanish & Portuguese,Humanities,MU,Associate,1991,42833,73218.8
Spanish & Portuguese,Humanities,MU,Associate,1990,42480,75721.93
Speech Pathology & Audiology,Education and Health,MU,Associate,2009,61172,66419.11
Speech Pathology & Audiology,Education and Health,MU,Associate,2008,59552,64450.22
Speech Pathology & Audiology,Education and Health,MU,Associate,2007,62144,69824.72
Speech Pathology & Audiology,Education and Health,MU,Associate,2006,60420,69849.71
Speech Pathology & Audiology,Education and Health,MU,Associate,2005,59116,70544.15
Speech Pathology & Audiology,Education and Health,MU,Associate,2004,56987,70267.57
Speech Pathology & Audiology,Education and Health,MU,Associate,2003,55349,70062.03
Speech Pathology & Audiology,Education and Health,MU,Associate,2002,55400,71761.66
Speech Pathology & Audiology,Education and Health,MU,Associate,2001,53680,70631.58
Speech Pathology & Audiology,Education and Health,MU,Associate,2000,52450,70974.29
Speech Pathology & Audiology,Education and Health,MU,Associate,1998,48760,69657.14
Teacher Education,Education and Health,MU,Associate,2009,72864,79114.01
Teacher Education,Education and Health,MU,Associate,2008,72611,78583.33
Teacher Education,Education and Health,MU,Associate,2007,69507,78097.75
Teacher Education,Education and Health,MU,Associate,2006,68341,79006.94
Teacher Education,Education and Health,MU,Associate,2005,68624,81890.21
Teacher Education,Education and Health,MU,Associate,2004,66939,82538.84
Teacher Education,Education and Health,MU,Associate,2003,64096,81134.18
Teacher Education,Education and Health,MU,Associate,2002,60808,78766.84
Teacher Education,Education and Health,MU,Associate,2001,57075,75098.68
Teacher Education,Education and Health,MU,Associate,2000,55639,75289.58
Teacher Education,Education and Health,MU,Associate,1999,55617,77786.01
Teacher Education,Education and Health,MU,Associate,1998,58313,83304.29
Teacher Education,Education and Health,MU,Associate,1997,59036,85683.6
Teacher Education,Education and Health,MU,Associate,1996,56976,84534.12
Teacher Education,Education and Health,MU,Associate,1995,54978,84064.22
Teacher Education,Education and Health,MU,Associate,1994,52380,82358.49
Teacher Education,Education and Health,MU,Associate,1993,49877,80446.77
Teacher Education,Education and Health,MU,Associate,1992,48443,80470.1
Teacher Education,Education and Health,MU,Associate,1991,49010,83777.78
Teacher Education,Education and Health,MU,Associate,1990,46983,83748.66
Theatre,Humanities,MU,Associate,2009,58697,63731.81
Theatre,Humanities,MU,Associate,2008,58697,63524.89
Theatre,Humanities,MU,Associate,2007,58908,66188.76
Theatre,Humanities,MU,Associate,1991,41200,70427.35
Theatre,Humanities,MU,Associate,1990,40700,72549.02
Zoology,Science and Math,MU,Associate,2009,63299,68728.56
Zoology,Science and Math,MU,Associate,2008,64066,69335.5
Zoology,Science and Math,MU,Associate,2007,64419,72380.9
Zoology,Science and Math,MU,Associate,2006,63501,73411.56
Zoology,Science and Math,MU,Associate,2005,62415,74480.91
Zoology,Science and Math,MU,Associate,2004,59768,73696.67
Zoology,Science and Math,MU,Associate,2003,57053,72218.99
Zoology,Science and Math,MU,Associate,2002,54900,71113.99
Zoology,Science and Math,MU,Associate,2001,53777,70759.21
Zoology,Science and Math,MU,Associate,2000,52379,70878.21
Zoology,Science and Math,MU,Associate,1999,53050,74195.8
Zoology,Science and Math,MU,Associate,1998,52449,74927.14
Zoology,Science and Math,MU,Associate,1997,49524,71878.08
Zoology,Science and Math,MU,Associate,1996,45817,67977.74
Zoology,Science and Math,MU,Associate,1995,44125,67469.42
Zoology,Science and Math,MU,Associate,1994,46883,73715.41
Zoology,Science and Math,MU,Associate,1993,48015,77443.55
Zoology,Science and Math,MU,Associate,1992,48965,81337.21
Zoology,Science and Math,MU,Associate,1991,49617,84815.38
Zoology,Science and Math,MU,Associate,1990,44100,78609.63
Accountancy,Business,NAS,Associate,2009,126228,137055.37
Accountancy,Business,NAS,Associate,2008,126417,136814.94
Accountancy,Business,NAS,Associate,2007,122287,137401.12
Accountancy,Business,NAS,Associate,2006,114212,132036.99
Accountancy,Business,NAS,Associate,2005,109556,130735.08
Accountancy,Business,NAS,Associate,2003,97125,122943.04
Accountancy,Business,NAS,Associate,2002,93640,121295.34
Accountancy,Business,NAS,Associate,2001,90856,119547.37
Accountancy,Business,NAS,Associate,2000,87610,118552.1
Accountancy,Business,NAS,Associate,1999,82563,115472.73
Accountancy,Business,NAS,Associate,1998,77502,110717.14
Accountancy,Business,NAS,Associate,1997,74460,108069.67
Accountancy,Business,NAS,Associate,1996,70728,104937.69
Accountancy,Business,NAS,Associate,1995,68645,104961.77
Accountancy,Business,NAS,Associate,1994,65234,102569.18
Accountancy,Business,NAS,Associate,1993,61524,99232.26
Accountancy,Business,NAS,Associate,1992,59550,98920.27
Accountancy,Business,NAS,Associate,1991,58622,100208.55
Accountancy,Business,NAS,Associate,1990,56877,101385.03
Anthropology,Social Science,NAS,Associate,2009,70376,76412.6
Anthropology,Social Science,NAS,Associate,2008,70201,75975.11
Anthropology,Social Science,NAS,Associate,2007,68582,77058.43
Anthropology,Social Science,NAS,Associate,2006,65455,75670.52
Anthropology,Social Science,NAS,Associate,2005,63082,75276.85
Anthropology,Social Science,NAS,Associate,2003,58036,73463.29
Anthropology,Social Science,NAS,Associate,2002,56891,73693.01
Anthropology,Social Science,NAS,Associate,1998,49397,70567.14
Architecture & Interior Design,Fine Arts,NAS,Associate,2009,76473,83032.57
Architecture & Interior Design,Fine Arts,NAS,Associate,2008,75799,82033.55
Architecture & Interior Design,Fine Arts,NAS,Associate,2007,73259,82313.48
Architecture & Interior Design,Fine Arts,NAS,Associate,2006,70287,81256.65
Architecture & Interior Design,Fine Arts,NAS,Associate,2005,66776,79684.96
Architecture & Interior Design,Fine Arts,NAS,Associate,2003,61146,77400
Architecture & Interior Design,Fine Arts,NAS,Associate,2002,59947,77651.55
Architecture & Interior Design,Fine Arts,NAS,Associate,2001,60425,79506.58
Architecture & Interior Design,Fine Arts,NAS,Associate,2000,58084,78598.11
Architecture & Interior Design,Fine Arts,NAS,Associate,1999,55439,77537.06
Architecture & Interior Design,Fine Arts,NAS,Associate,1998,53543,76490
Architecture & Interior Design,Fine Arts,NAS,Associate,1997,50499,73293.18
Architecture & Interior Design,Fine Arts,NAS,Associate,1996,50077,74298.22
Architecture & Interior Design,Fine Arts,NAS,Associate,1995,48519,74188.07
Architecture & Interior Design,Fine Arts,NAS,Associate,1994,46392,72943.4
Architecture & Interior Design,Fine Arts,NAS,Associate,1993,44884,72393.55
Architecture & Interior Design,Fine Arts,NAS,Associate,1992,44331,73639.53
Architecture & Interior Design,Fine Arts,NAS,Associate,1991,45329,77485.47
Architecture & Interior Design,Fine Arts,NAS,Associate,1990,42019,74900.18
Art,Fine Arts,NAS,Associate,2009,69576,75543.97
Art,Fine Arts,NAS,Associate,2008,68907,74574.68
Art,Fine Arts,NAS,Associate,2007,64241,72180.9
Art,Fine Arts,NAS,Associate,2006,63843,73806.94
Art,Fine Arts,NAS,Associate,2005,61110,72923.63
Art,Fine Arts,NAS,Associate,2003,56888,72010.13
Art,Fine Arts,NAS,Associate,2002,53880,69792.75
Art,Fine Arts,NAS,Associate,2001,51900,68289.47
Art,Fine Arts,NAS,Associate,2000,49929,67562.92
Art,Fine Arts,NAS,Associate,1999,47989,67117.48
Art,Fine Arts,NAS,Associate,1998,46112,65874.29
Art,Fine Arts,NAS,Associate,1997,45771,66431.06
Art,Fine Arts,NAS,Associate,1996,44985,66743.32
Art,Fine Arts,NAS,Associate,1995,43204,66061.16
Art,Fine Arts,NAS,Associate,1994,41317,64963.84
Art,Fine Arts,NAS,Associate,1993,38950,62822.58
Art,Fine Arts,NAS,Associate,1992,37826,62833.89
Art,Fine Arts,NAS,Associate,1991,37215,63615.38
Art,Fine Arts,NAS,Associate,1990,36726,65465.24
Botany,Science and Math,NAS,Associate,2009,77512,84160.69
Botany,Science and Math,NAS,Associate,2008,76608,82909.09
Botany,Science and Math,NAS,Associate,2007,72803,81801.12
Botany,Science and Math,NAS,Associate,2006,70931,82001.16
Botany,Science and Math,NAS,Associate,2005,69801,83294.75
Botany,Science and Math,NAS,Associate,2003,61864,78308.86
Botany,Science and Math,NAS,Associate,2002,60598,78494.82
Botany,Science and Math,NAS,Associate,2001,57624,75821.05
Botany,Science and Math,NAS,Associate,2000,54150,73274.7
Botany,Science and Math,NAS,Associate,1999,52696,73700.7
Botany,Science and Math,NAS,Associate,1998,51141,73058.57
Botany,Science and Math,NAS,Associate,1997,49445,71763.43
Botany,Science and Math,NAS,Associate,1996,47844,70985.16
Botany,Science and Math,NAS,Associate,1995,45855,70114.68
Botany,Science and Math,NAS,Associate,1994,44007,69193.4
Botany,Science and Math,NAS,Associate,1993,42977,69317.74
Botany,Science and Math,NAS,Associate,1992,42180,70066.45
Botany,Science and Math,NAS,Associate,1991,41895,71615.38
Botany,Science and Math,NAS,Associate,1990,40549,72279.86
Chemistry & Biochemistry,Science and Math,NAS,Associate,2009,78428,85155.27
Chemistry & Biochemistry,Science and Math,NAS,Associate,2008,79289,85810.61
Chemistry & Biochemistry,Science and Math,NAS,Associate,2007,76241,85664.04
Chemistry & Biochemistry,Science and Math,NAS,Associate,2006,73237,84667.05
Chemistry & Biochemistry,Science and Math,NAS,Associate,2005,69961,83485.68
Chemistry & Biochemistry,Science and Math,NAS,Associate,2003,63571,80469.62
Chemistry & Biochemistry,Science and Math,NAS,Associate,2002,62025,80343.26
Chemistry & Biochemistry,Science and Math,NAS,Associate,2001,60815,80019.74
Chemistry & Biochemistry,Science and Math,NAS,Associate,2000,58527,79197.56
Chemistry & Biochemistry,Science and Math,NAS,Associate,1999,56064,78411.19
Chemistry & Biochemistry,Science and Math,NAS,Associate,1998,53466,76380
Chemistry & Biochemistry,Science and Math,NAS,Associate,1997,51178,74278.66
Chemistry & Biochemistry,Science and Math,NAS,Associate,1996,49597,73586.05
Chemistry & Biochemistry,Science and Math,NAS,Associate,1995,48180,73669.72
Chemistry & Biochemistry,Science and Math,NAS,Associate,1994,46432,73006.29
Chemistry & Biochemistry,Science and Math,NAS,Associate,1993,44491,71759.68
Chemistry & Biochemistry,Science and Math,NAS,Associate,1992,43602,72428.57
Chemistry & Biochemistry,Science and Math,NAS,Associate,1991,43000,73504.27
Chemistry & Biochemistry,Science and Math,NAS,Associate,1990,42038,74934.05
Classics,Humanities,NAS,Associate,2009,70246,76271.44
Classics,Humanities,NAS,Associate,2008,69781,75520.56
Classics,Humanities,NAS,Associate,2007,68404,76858.43
Classics,Humanities,NAS,Associate,2006,65498,75720.23
Classics,Humanities,NAS,Associate,2005,63245,75471.36
Classics,Humanities,NAS,Associate,2003,58442,73977.22
Classics,Humanities,NAS,Associate,2002,56224,72829.02
Classics,Humanities,NAS,Associate,2001,54235,71361.84
Classics,Humanities,NAS,Associate,2000,52192,70625.17
Classics,Humanities,NAS,Associate,1999,51234,71655.94
Classics,Humanities,NAS,Associate,1998,49009,70012.86
Classics,Humanities,NAS,Associate,1997,47016,68238.03
Classics,Humanities,NAS,Associate,1996,45964,68195.85
Classics,Humanities,NAS,Associate,1995,44633,68246.18
Classics,Humanities,NAS,Associate,1994,43106,67776.73
Classics,Humanities,NAS,Associate,1993,41358,66706.45
Classics,Humanities,NAS,Associate,1992,40879,67905.32
Classics,Humanities,NAS,Associate,1991,39989,68357.26
Classics,Humanities,NAS,Associate,1990,40261,71766.49
Communication,Humanities,NAS,Associate,2009,73213,79492.94
Communication,Humanities,NAS,Associate,2008,72438,78396.1
Communication,Humanities,NAS,Associate,2007,70037,78693.26
Communication,Humanities,NAS,Associate,2006,67196,77683.24
Communication,Humanities,NAS,Associate,2005,65841,78569.21
Communication,Humanities,NAS,Associate,2003,59030,74721.52
Communication,Humanities,NAS,Associate,2002,58446,75707.25
Communication,Humanities,NAS,Associate,2001,57110,75144.74
Communication,Humanities,NAS,Associate,2000,54126,73242.22
Communication,Humanities,NAS,Associate,1999,53509,74837.76
Communication,Humanities,NAS,Associate,1998,49579,70827.14
Comparative Religion,Humanities,NAS,Associate,2009,71613,77755.7
Comparative Religion,Humanities,NAS,Associate,2008,71437,77312.77
Comparative Religion,Humanities,NAS,Associate,2007,69117,77659.55
Comparative Religion,Humanities,NAS,Associate,2006,65865,76144.51
Comparative Religion,Humanities,NAS,Associate,2005,62883,75039.38
Comparative Religion,Humanities,NAS,Associate,2003,60376,76425.32
Comparative Religion,Humanities,NAS,Associate,2002,59312,76829.02
Comparative Religion,Humanities,NAS,Associate,2001,56854,74807.89
Comparative Religion,Humanities,NAS,Associate,2000,54816,74175.91
Comparative Religion,Humanities,NAS,Associate,1999,52952,74058.74
Comparative Religion,Humanities,NAS,Associate,1998,50692,72417.14
Comparative Religion,Humanities,NAS,Associate,1997,48704,70687.95
Comparative Religion,Humanities,NAS,Associate,1996,46674,69249.26
Comparative Religion,Humanities,NAS,Associate,1995,44142,67495.41
Comparative Religion,Humanities,NAS,Associate,1994,43144,67836.48
Comparative Religion,Humanities,NAS,Associate,1993,41398,66770.97
Comparative Religion,Humanities,NAS,Associate,1992,39804,66119.6
Comparative Religion,Humanities,NAS,Associate,1991,39524,67562.39
Comparative Religion,Humanities,NAS,Associate,1990,38591,68789.66
Software Engineering,Engineering and Computer Science,NAS,Associate,2009,98372,106809.99
MIS,Business,NAS,Associate,2009,116335,126313.79
Economics,Business,NAS,Associate,2009,89324,96985.88
Economics,Business,NAS,Associate,2008,90861,98334.42
Economics,Business,NAS,Associate,2007,91532,102844.94
Economics,Business,NAS,Associate,2006,79013,91344.51
Economics,Business,NAS,Associate,2005,79006,94279.24
Economics,Business,NAS,Associate,2003,74187,93907.59
Economics,Business,NAS,Associate,2002,74642,96686.53
Economics,Business,NAS,Associate,2001,72505,95401.32
Economics,Business,NAS,Associate,2000,71560,96833.56
Economics,Business,NAS,Associate,1999,64193,89780.42
Economics,Business,NAS,Associate,1998,63171,90244.29
Economics,Business,NAS,Associate,1997,61609,89418
Economics,Business,NAS,Associate,1996,59143,87749.26
Economics,Business,NAS,Associate,1995,55746,85238.53
Economics,Business,NAS,Associate,1994,55131,86683.96
Economics,Business,NAS,Associate,1993,51925,83750
Economics,Business,NAS,Associate,1992,50337,83616.28
Economics,Business,NAS,Associate,1991,48027,82097.44
Economics,Business,NAS,Associate,1990,47705,85035.65
Educational Leadership,Education and Health,NAS,Associate,2009,72801,79045.6
Educational Leadership,Education and Health,NAS,Associate,2008,72674,78651.52
Educational Leadership,Education and Health,NAS,Associate,2007,71132,79923.6
Educational Leadership,Education and Health,NAS,Associate,2006,68179,78819.65
Educational Leadership,Education and Health,NAS,Associate,2005,65512,78176.61
Educational Leadership,Education and Health,NAS,Associate,2003,65425,82816.46
Educational Leadership,Education and Health,NAS,Associate,2002,60908,78896.37
Educational Leadership,Education and Health,NAS,Associate,2001,59903,78819.74
Educational Leadership,Education and Health,NAS,Associate,2000,59280,80216.51
Educational Leadership,Education and Health,NAS,Associate,1999,57094,79851.75
Educational Leadership,Education and Health,NAS,Associate,1998,54702,78145.71
Educational Leadership,Education and Health,NAS,Associate,1997,52142,75677.79
Educational Leadership,Education and Health,NAS,Associate,1996,50394,74768.55
Educational Leadership,Education and Health,NAS,Associate,1995,49183,75203.36
Educational Leadership,Education and Health,NAS,Associate,1994,47720,75031.45
Educational Leadership,Education and Health,NAS,Associate,1993,46667,75269.35
Educational Leadership,Education and Health,NAS,Associate,1992,45279,75214.29
Educational Leadership,Education and Health,NAS,Associate,1991,44904,76758.97
Educational Leadership,Education and Health,NAS,Associate,1990,43609,77734.4
Educational Psychology,Education and Health,NAS,Associate,2009,73263,79547.23
Educational Psychology,Education and Health,NAS,Associate,2008,73158,79175.32
Educational Psychology,Education and Health,NAS,Associate,2007,71503,80340.45
Educational Psychology,Education and Health,NAS,Associate,2006,68397,79071.68
Educational Psychology,Education and Health,NAS,Associate,2005,67343,80361.58
Educational Psychology,Education and Health,NAS,Associate,2003,60375,76424.05
Educational Psychology,Education and Health,NAS,Associate,2002,60019,77744.82
Educational Psychology,Education and Health,NAS,Associate,2001,58775,77335.53
Educational Psychology,Education and Health,NAS,Associate,2000,57585,77922.87
Educational Psychology,Education and Health,NAS,Associate,1999,54886,76763.64
Educational Psychology,Education and Health,NAS,Associate,1998,52089,74412.86
Educational Psychology,Education and Health,NAS,Associate,1997,49974,72531.2
